"Statistic Label","Quarter","Sex","Domestic","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2016Q1","Female","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2016Q2","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","Both sexes","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2016Q2","Male","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","Male","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2016Q2","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","Female","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2016Q3","Both sexes","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2016Q3","Both sexes","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q3","Male","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2016Q3","Male","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q3","Female","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2016Q3","Female","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q4","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q4","Both sexes","Outbound","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2016Q4","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q4","Male","Outbound","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2016Q4","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2016Q4","Female","Outbound","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2017Q1","Both sexes","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2017Q1","Both sexes","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2017Q1","Male","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2017Q1","Male","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2017Q1","Female","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2017Q1","Female","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2017Q2","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2017Q2","Both sexes","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2017Q2","Male","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2017Q2","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2017Q2","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2017Q2","Female","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2017Q3","Both sexes","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2017Q3","Both sexes","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2017Q3","Male","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2017Q3","Male","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2017Q3","Female","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2017Q3","Female","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2017Q4","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q4","Both sexes","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2017Q4","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q4","Male","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2017Q4","Female","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q4","Female","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2018Q1","Both sexes","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","Both sexes","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2018Q1","Male","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2018Q1","Male","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2018Q1","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","Female","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2018Q2","Both sexes","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018Q2","Both sexes","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2018Q2","Male","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018Q2","Male","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2018Q2","Female","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2018Q2","Female","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2018Q3","Both sexes","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2018Q3","Both sexes","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2018Q3","Male","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2018Q3","Male","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2018Q3","Female","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2018Q3","Female","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2018Q4","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2018Q4","Both sexes","Outbound","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2018Q4","Male","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q4","Male","Outbound","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2018Q4","Female","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2018Q4","Female","Outbound","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2019Q1","Both sexes","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q1","Both sexes","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2019Q1","Male","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2019Q1","Male","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2019Q1","Female","Domestic","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2019Q1","Female","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2019Q2","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2019Q2","Both sexes","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2019Q2","Male","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2019Q2","Male","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2019Q2","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2019Q2","Female","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2019Q3","Both sexes","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2019Q3","Both sexes","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2019Q3","Male","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2019Q3","Male","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2019Q3","Female","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2019Q3","Female","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2019Q4","Both sexes","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2019Q4","Both sexes","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2019Q4","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2019Q4","Male","Outbound","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2019Q4","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2019Q4","Female","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2020Q1","Both sexes","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Both sexes","Outbound","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2020Q1","Male","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Male","Outbound","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2020Q1","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2020Q1","Female","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2020Q2","Both sexes","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2020Q2","Both sexes","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2020Q2","Male","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Male","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Female","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q2","Female","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Both sexes","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2020Q3","Both sexes","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2020Q3","Male","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2020Q3","Male","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q3","Female","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2020Q3","Female","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Both sexes","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2020Q4","Both sexes","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2020Q4","Male","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2020Q4","Male","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020Q4","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2020Q4","Female","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q1","Both sexes","Domestic","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2021Q1","Both sexes","Outbound","Nights per Trip","12.7"
"Average Length of Stay by Irish Residents","2021Q1","Male","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2021Q1","Male","Outbound","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2021Q1","Female","Domestic","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2021Q1","Female","Outbound","Nights per Trip","14.6"
"Average Length of Stay by Irish Residents","2021Q2","Both sexes","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2021Q2","Both sexes","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2021Q2","Male","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2021Q2","Male","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2021Q2","Female","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2021Q2","Female","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2021Q3","Both sexes","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2021Q3","Both sexes","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2021Q3","Male","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2021Q3","Male","Outbound","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2021Q3","Female","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2021Q3","Female","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2021Q4","Both sexes","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2021Q4","Both sexes","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2021Q4","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2021Q4","Male","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2021Q4","Female","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2021Q4","Female","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2022Q1","Both sexes","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q1","Both sexes","Outbound","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2022Q1","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q1","Male","Outbound","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2022Q1","Female","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2022Q1","Female","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2022Q2","Both sexes","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q2","Both sexes","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2022Q2","Male","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2022Q2","Male","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2022Q2","Female","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q2","Female","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2022Q3","Both sexes","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2022Q3","Both sexes","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2022Q3","Male","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2022Q3","Male","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2022Q3","Female","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2022Q3","Female","Outbound","Nights per Trip","8.7"
"Average Length of Stay by Irish Residents","2022Q4","Both sexes","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q4","Both sexes","Outbound","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2022Q4","Male","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q4","Male","Outbound","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2022Q4","Female","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q4","Female","Outbound","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2023Q1","Both sexes","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2023Q1","Both sexes","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2023Q1","Male","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2023Q1","Male","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2023Q1","Female","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2023Q1","Female","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2023Q2","Both sexes","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2023Q2","Both sexes","Outbound","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2023Q2","Male","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2023Q2","Male","Outbound","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2023Q2","Female","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2023Q2","Female","Outbound","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2023Q3","Both sexes","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2023Q3","Both sexes","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2023Q3","Male","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2023Q3","Male","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2023Q3","Female","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2023Q3","Female","Outbound","Nights per Trip","7.1"
