"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2019Q2","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","Southern","Thousand","165"
"Number of Trips by Irish Residents","2019Q2","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","Eastern and Midland","Thousand","114"
"Number of Trips by Irish Residents","2019Q2","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q2","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","State","Thousand","3898"
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Northern and Western","Thousand","1034"
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Southern","Thousand","1896"
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Eastern and Midland","Thousand","969"
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","State","Thousand","2220"
"Number of Trips by Irish Residents","2019Q3","Holiday","Northern and Western","Thousand","583"
"Number of Trips by Irish Residents","2019Q3","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","Southern","Thousand","1222"
"Number of Trips by Irish Residents","2019Q3","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","Eastern and Midland","Thousand","415"
"Number of Trips by Irish Residents","2019Q3","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","State","Thousand","100"
"Number of Trips by Irish Residents","2019Q3","Business","Northern and Western","Thousand","21"
"Number of Trips by Irish Residents","2019Q3","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","Southern","Thousand","28"
"Number of Trips by Irish Residents","2019Q3","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","Eastern and Midland","Thousand","51"
"Number of Trips by Irish Residents","2019Q3","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","State","Thousand","1095"
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Northern and Western","Thousand","311"
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Southern","Thousand","468"
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Eastern and Midland","Thousand","316"
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","State","Thousand","483"
"Number of Trips by Irish Residents","2019Q3","Other reasons","Northern and Western","Thousand","119"
"Number of Trips by Irish Residents","2019Q3","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","Southern","Thousand","178"
"Number of Trips by Irish Residents","2019Q3","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","Eastern and Midland","Thousand","186"
"Number of Trips by Irish Residents","2019Q3","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q3","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","State","Thousand","2641"
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Northern and Western","Thousand","646"
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Southern","Thousand","1098"
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Eastern and Midland","Thousand","897"
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","State","Thousand","1180"
"Number of Trips by Irish Residents","2019Q4","Holiday","Northern and Western","Thousand","295"
"Number of Trips by Irish Residents","2019Q4","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","Southern","Thousand","519"
"Number of Trips by Irish Residents","2019Q4","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","Eastern and Midland","Thousand","366"
"Number of Trips by Irish Residents","2019Q4","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","State","Thousand","184"
"Number of Trips by Irish Residents","2019Q4","Business","Northern and Western","Thousand","27"
"Number of Trips by Irish Residents","2019Q4","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","Southern","Thousand","56"
"Number of Trips by Irish Residents","2019Q4","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","Eastern and Midland","Thousand","101"
"Number of Trips by Irish Residents","2019Q4","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","State","Thousand","1006"
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Northern and Western","Thousand","275"
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Southern","Thousand","440"
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Eastern and Midland","Thousand","292"
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","State","Thousand","271"
"Number of Trips by Irish Residents","2019Q4","Other reasons","Northern and Western","Thousand","49"
"Number of Trips by Irish Residents","2019Q4","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","Southern","Thousand","84"
"Number of Trips by Irish Residents","2019Q4","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","Eastern and Midland","Thousand","138"
"Number of Trips by Irish Residents","2019Q4","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2019Q4","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2020Q1","All reasons for journey","State","Thousand","2160"
"Number of Trips by Irish Residents","2020Q1","All reasons for journey","Northern and Western","Thousand","524"
"Number of Trips by Irish Residents","2020Q1","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2020Q1","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2020Q1","All reasons for journey","Southern","Thousand","926"
