"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2005Q1","Holiday","West","Thousand","121"
"Number of Trips by Irish Residents","2005Q1","Holiday","Southern and Eastern","Thousand","381"
"Number of Trips by Irish Residents","2005Q1","Holiday","Dublin","Thousand","37"
"Number of Trips by Irish Residents","2005Q1","Holiday","Mid-East","Thousand","39"
"Number of Trips by Irish Residents","2005Q1","Holiday","Mid-West","Thousand","48"
"Number of Trips by Irish Residents","2005Q1","Holiday","South-East","Thousand","115"
"Number of Trips by Irish Residents","2005Q1","Holiday","South-West","Thousand","142"
"Number of Trips by Irish Residents","2005Q1","Business","State","Thousand","191"
"Number of Trips by Irish Residents","2005Q1","Business","Border, Midland and Western","Thousand","65"
"Number of Trips by Irish Residents","2005Q1","Business","Border","Thousand","20"
"Number of Trips by Irish Residents","2005Q1","Business","Midland","Thousand","10"
"Number of Trips by Irish Residents","2005Q1","Business","West","Thousand","35"
"Number of Trips by Irish Residents","2005Q1","Business","Southern and Eastern","Thousand","126"
"Number of Trips by Irish Residents","2005Q1","Business","Dublin","Thousand","45"
"Number of Trips by Irish Residents","2005Q1","Business","Mid-East","Thousand","14"
"Number of Trips by Irish Residents","2005Q1","Business","Mid-West","Thousand","15"
"Number of Trips by Irish Residents","2005Q1","Business","South-East","Thousand","19"
"Number of Trips by Irish Residents","2005Q1","Business","South-West","Thousand","33"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","State","Thousand","560"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Border, Midland and Western","Thousand","203"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Border","Thousand","67"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Midland","Thousand","47"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","West","Thousand","89"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Southern and Eastern","Thousand","357"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Dublin","Thousand","83"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Mid-East","Thousand","39"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","Mid-West","Thousand","70"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","South-East","Thousand","72"
"Number of Trips by Irish Residents","2005Q1","Visiting friends/relatives","South-West","Thousand","93"
"Number of Trips by Irish Residents","2005Q1","Other reasons","State","Thousand","165"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Border, Midland and Western","Thousand","40"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Border","Thousand","12"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Midland","Thousand","7"
"Number of Trips by Irish Residents","2005Q1","Other reasons","West","Thousand","21"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Southern and Eastern","Thousand","125"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Dublin","Thousand","35"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Mid-East","Thousand","14"
"Number of Trips by Irish Residents","2005Q1","Other reasons","Mid-West","Thousand","23"
"Number of Trips by Irish Residents","2005Q1","Other reasons","South-East","Thousand","28"
"Number of Trips by Irish Residents","2005Q1","Other reasons","South-West","Thousand","25"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","State","Thousand","1705"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Border, Midland and Western","Thousand","574"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Border","Thousand","184"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Midland","Thousand","82"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","West","Thousand","308"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Southern and Eastern","Thousand","1132"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Dublin","Thousand","255"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Mid-East","Thousand","101"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","Mid-West","Thousand","151"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","South-East","Thousand","256"
"Number of Trips by Irish Residents","2005Q2","All reasons for journey","South-West","Thousand","369"
"Number of Trips by Irish Residents","2005Q2","Holiday","State","Thousand","781"
"Number of Trips by Irish Residents","2005Q2","Holiday","Border, Midland and Western","Thousand","262"
"Number of Trips by Irish Residents","2005Q2","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","Southern and Eastern","Thousand","519"
"Number of Trips by Irish Residents","2005Q2","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","State","Thousand","196"
"Number of Trips by Irish Residents","2005Q2","Business","Border, Midland and Western","Thousand","50"
"Number of Trips by Irish Residents","2005Q2","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","Southern and Eastern","Thousand","146"
"Number of Trips by Irish Residents","2005Q2","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","State","Thousand","497"
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Border, Midland and Western","Thousand","183"
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Southern and Eastern","Thousand","315"
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","State","Thousand","231"
"Number of Trips by Irish Residents","2005Q2","Other reasons","Border, Midland and Western","Thousand","81"
"Number of Trips by Irish Residents","2005Q2","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","Southern and Eastern","Thousand","150"
"Number of Trips by Irish Residents","2005Q2","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q2","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","State","Thousand","2300"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Border, Midland and Western","Thousand","769"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Border","Thousand","268"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Midland","Thousand","100"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","West","Thousand","401"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Southern and Eastern","Thousand","1290"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Dublin","Thousand","240"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Mid-East","Thousand","123"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","Mid-West","Thousand","242"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","South-East","Thousand","401"
"Number of Trips by Irish Residents","2005Q3","All reasons for journey","South-West","Thousand","524"
"Number of Trips by Irish Residents","2005Q3","Holiday","State","Thousand","1332"
"Number of Trips by Irish Residents","2005Q3","Holiday","Border, Midland and Western","Thousand","449"
"Number of Trips by Irish Residents","2005Q3","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","Southern and Eastern","Thousand","830"
"Number of Trips by Irish Residents","2005Q3","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","State","Thousand","145"
"Number of Trips by Irish Residents","2005Q3","Business","Border, Midland and Western","Thousand","44"
"Number of Trips by Irish Residents","2005Q3","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","Southern and Eastern","Thousand","61"
"Number of Trips by Irish Residents","2005Q3","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","State","Thousand","551"
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","Border, Midland and Western","Thousand","184"
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2005Q3","Visiting friends/relatives","Southern and Eastern","Thousand","279"
